seed,scenario,sequence_index,sequence_id,slot,start,end_exclusive,channels,signs,duration,magnitude_std,offset_from_nearest_transition,scale_source,split,corruption_type
44,magnitude4,3,valf_20260921_44_warehouse_003,1,128,140,[0],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,4,valf_20260921_44_transit_smooth_000,0,82,94,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,4,valf_20260921_44_transit_smooth_000,1,143,155,[1],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,5,valf_20260921_44_transit_smooth_001,0,25,37,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,5,valf_20260921_44_transit_smooth_001,1,90,102,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,6,valf_20260921_44_transit_smooth_002,0,26,38,[2],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,6,valf_20260921_44_transit_smooth_002,1,144,156,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,7,valf_20260921_44_transit_smooth_003,0,68,80,[2],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,7,valf_20260921_44_transit_smooth_003,1,141,153,[0],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,8,valf_20260921_44_transit_rough_000,0,30,42,[1],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,8,valf_20260921_44_transit_rough_000,1,123,135,[2],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,9,valf_20260921_44_transit_rough_001,0,4,16,[1],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,9,valf_20260921_44_transit_rough_001,1,49,61,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,10,valf_20260921_44_transit_rough_002,0,99,111,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,10,valf_20260921_44_transit_rough_002,1,19,31,[2],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,11,valf_20260921_44_transit_rough_003,0,2,14,[2],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,magnitude4,11,valf_20260921_44_transit_rough_003,1,118,130,[2],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,0,valf_20260921_44_warehouse_000,0,62,74,[0],[1.0],12,1.0,2.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,0,valf_20260921_44_warehouse_000,1,121,133,[2],[-1.0],12,1.0,1.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,1,valf_20260921_44_warehouse_001,0,46,58,[1],[-1.0],12,1.0,-14.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,1,valf_20260921_44_warehouse_001,1,133,145,[0],[1.0],12,1.0,13.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,2,valf_20260921_44_warehouse_002,0,5,17,[1],[-1.0],12,1.0,-55.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,2,valf_20260921_44_warehouse_002,1,141,153,[1],[1.0],12,1.0,21.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,3,valf_20260921_44_warehouse_003,0,65,77,[2],[-1.0],12,1.0,5.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,3,valf_20260921_44_warehouse_003,1,128,140,[0],[-1.0],12,1.0,8.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,4,valf_20260921_44_transit_smooth_000,0,82,94,[0],[1.0],12,1.0,22.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,4,valf_20260921_44_transit_smooth_000,1,143,155,[1],[1.0],12,1.0,23.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,5,valf_20260921_44_transit_smooth_001,0,25,37,[0],[1.0],12,1.0,-35.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,5,valf_20260921_44_transit_smooth_001,1,90,102,[0],[1.0],12,1.0,30.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,6,valf_20260921_44_transit_smooth_002,0,26,38,[2],[-1.0],12,1.0,-34.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,6,valf_20260921_44_transit_smooth_002,1,144,156,[0],[1.0],12,1.0,24.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,7,valf_20260921_44_transit_smooth_003,0,68,80,[2],[1.0],12,1.0,8.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,7,valf_20260921_44_transit_smooth_003,1,141,153,[0],[-1.0],12,1.0,21.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,8,valf_20260921_44_transit_rough_000,0,30,42,[1],[1.0],12,1.0,-30.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,8,valf_20260921_44_transit_rough_000,1,123,135,[2],[1.0],12,1.0,3.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,9,valf_20260921_44_transit_rough_001,0,4,16,[1],[-1.0],12,1.0,-56.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,9,valf_20260921_44_transit_rough_001,1,49,61,[0],[1.0],12,1.0,-11.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,10,valf_20260921_44_transit_rough_002,0,99,111,[0],[1.0],12,1.0,-21.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,10,valf_20260921_44_transit_rough_002,1,19,31,[2],[1.0],12,1.0,-41.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,11,valf_20260921_44_transit_rough_003,0,2,14,[2],[-1.0],12,1.0,-58.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_random,11,valf_20260921_44_transit_rough_003,1,118,130,[2],[-1.0],12,1.0,-2.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,0,valf_20260921_44_warehouse_000,0,62,74,[0],[1.0],12,1.0,2.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,0,valf_20260921_44_warehouse_000,1,121,133,[2],[-1.0],12,1.0,1.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,1,valf_20260921_44_warehouse_001,0,46,58,[1],[-1.0],12,1.0,-14.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,1,valf_20260921_44_warehouse_001,1,133,145,[0],[1.0],12,1.0,13.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,2,valf_20260921_44_warehouse_002,0,5,17,[1],[-1.0],12,1.0,-55.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,2,valf_20260921_44_warehouse_002,1,141,153,[1],[1.0],12,1.0,21.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,3,valf_20260921_44_warehouse_003,0,65,77,[2],[-1.0],12,1.0,5.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,3,valf_20260921_44_warehouse_003,1,128,140,[0],[-1.0],12,1.0,8.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,4,valf_20260921_44_transit_smooth_000,0,82,94,[0],[1.0],12,1.0,22.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,4,valf_20260921_44_transit_smooth_000,1,143,155,[1],[1.0],12,1.0,23.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,5,valf_20260921_44_transit_smooth_001,0,25,37,[0],[1.0],12,1.0,-35.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,5,valf_20260921_44_transit_smooth_001,1,90,102,[0],[1.0],12,1.0,30.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,6,valf_20260921_44_transit_smooth_002,0,26,38,[2],[-1.0],12,1.0,-34.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,6,valf_20260921_44_transit_smooth_002,1,144,156,[0],[1.0],12,1.0,24.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,7,valf_20260921_44_transit_smooth_003,0,68,80,[2],[1.0],12,1.0,8.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,7,valf_20260921_44_transit_smooth_003,1,141,153,[0],[-1.0],12,1.0,21.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,8,valf_20260921_44_transit_rough_000,0,30,42,[1],[1.0],12,1.0,-30.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,8,valf_20260921_44_transit_rough_000,1,123,135,[2],[1.0],12,1.0,3.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,9,valf_20260921_44_transit_rough_001,0,4,16,[1],[-1.0],12,1.0,-56.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,9,valf_20260921_44_transit_rough_001,1,49,61,[0],[1.0],12,1.0,-11.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,10,valf_20260921_44_transit_rough_002,0,99,111,[0],[1.0],12,1.0,-21.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,10,valf_20260921_44_transit_rough_002,1,19,31,[2],[1.0],12,1.0,-41.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,11,valf_20260921_44_transit_rough_003,0,2,14,[2],[-1.0],12,1.0,-58.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_delay12,11,valf_20260921_44_transit_rough_003,1,118,130,[2],[-1.0],12,1.0,-2.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,0,valf_20260921_44_warehouse_000,0,60,72,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,0,valf_20260921_44_warehouse_000,1,120,132,[2],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,1,valf_20260921_44_warehouse_001,0,60,72,[1],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,1,valf_20260921_44_warehouse_001,1,120,132,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,2,valf_20260921_44_warehouse_002,0,60,72,[1],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,2,valf_20260921_44_warehouse_002,1,120,132,[1],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,3,valf_20260921_44_warehouse_003,0,60,72,[2],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,3,valf_20260921_44_warehouse_003,1,120,132,[0],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,4,valf_20260921_44_transit_smooth_000,0,60,72,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,4,valf_20260921_44_transit_smooth_000,1,120,132,[1],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,5,valf_20260921_44_transit_smooth_001,0,60,72,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,5,valf_20260921_44_transit_smooth_001,1,120,132,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,6,valf_20260921_44_transit_smooth_002,0,60,72,[2],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,6,valf_20260921_44_transit_smooth_002,1,120,132,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,7,valf_20260921_44_transit_smooth_003,0,60,72,[2],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,7,valf_20260921_44_transit_smooth_003,1,120,132,[0],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,8,valf_20260921_44_transit_rough_000,0,60,72,[1],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,8,valf_20260921_44_transit_rough_000,1,120,132,[2],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,9,valf_20260921_44_transit_rough_001,0,60,72,[1],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,9,valf_20260921_44_transit_rough_001,1,120,132,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,10,valf_20260921_44_transit_rough_002,0,60,72,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,10,valf_20260921_44_transit_rough_002,1,120,132,[2],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,11,valf_20260921_44_transit_rough_003,0,60,72,[2],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_at,11,valf_20260921_44_transit_rough_003,1,120,132,[2],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,0,valf_20260921_44_warehouse_000,0,54,66,[0],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,0,valf_20260921_44_warehouse_000,1,114,126,[2],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,1,valf_20260921_44_warehouse_001,0,54,66,[1],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,1,valf_20260921_44_warehouse_001,1,114,126,[0],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,2,valf_20260921_44_warehouse_002,0,54,66,[1],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,2,valf_20260921_44_warehouse_002,1,114,126,[1],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,3,valf_20260921_44_warehouse_003,0,54,66,[2],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,3,valf_20260921_44_warehouse_003,1,114,126,[0],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,4,valf_20260921_44_transit_smooth_000,0,54,66,[0],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,4,valf_20260921_44_transit_smooth_000,1,114,126,[1],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,5,valf_20260921_44_transit_smooth_001,0,54,66,[0],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,5,valf_20260921_44_transit_smooth_001,1,114,126,[0],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,6,valf_20260921_44_transit_smooth_002,0,54,66,[2],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,6,valf_20260921_44_transit_smooth_002,1,114,126,[0],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,7,valf_20260921_44_transit_smooth_003,0,54,66,[2],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,7,valf_20260921_44_transit_smooth_003,1,114,126,[0],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,8,valf_20260921_44_transit_rough_000,0,54,66,[1],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,8,valf_20260921_44_transit_rough_000,1,114,126,[2],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,9,valf_20260921_44_transit_rough_001,0,54,66,[1],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,9,valf_20260921_44_transit_rough_001,1,114,126,[0],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,10,valf_20260921_44_transit_rough_002,0,54,66,[0],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,10,valf_20260921_44_transit_rough_002,1,114,126,[2],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,11,valf_20260921_44_transit_rough_003,0,54,66,[2],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_before6,11,valf_20260921_44_transit_rough_003,1,114,126,[2],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,0,valf_20260921_44_warehouse_000,0,66,78,[0],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,0,valf_20260921_44_warehouse_000,1,126,138,[2],[-1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,1,valf_20260921_44_warehouse_001,0,66,78,[1],[-1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,1,valf_20260921_44_warehouse_001,1,126,138,[0],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,2,valf_20260921_44_warehouse_002,0,66,78,[1],[-1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,2,valf_20260921_44_warehouse_002,1,126,138,[1],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,3,valf_20260921_44_warehouse_003,0,66,78,[2],[-1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,3,valf_20260921_44_warehouse_003,1,126,138,[0],[-1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,4,valf_20260921_44_transit_smooth_000,0,66,78,[0],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,4,valf_20260921_44_transit_smooth_000,1,126,138,[1],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,5,valf_20260921_44_transit_smooth_001,0,66,78,[0],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,5,valf_20260921_44_transit_smooth_001,1,126,138,[0],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,6,valf_20260921_44_transit_smooth_002,0,66,78,[2],[-1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,6,valf_20260921_44_transit_smooth_002,1,126,138,[0],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,7,valf_20260921_44_transit_smooth_003,0,66,78,[2],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,7,valf_20260921_44_transit_smooth_003,1,126,138,[0],[-1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,8,valf_20260921_44_transit_rough_000,0,66,78,[1],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,8,valf_20260921_44_transit_rough_000,1,126,138,[2],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,9,valf_20260921_44_transit_rough_001,0,66,78,[1],[-1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,9,valf_20260921_44_transit_rough_001,1,126,138,[0],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,10,valf_20260921_44_transit_rough_002,0,66,78,[0],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,10,valf_20260921_44_transit_rough_002,1,126,138,[2],[1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,11,valf_20260921_44_transit_rough_003,0,66,78,[2],[-1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
44,switch_after6,11,valf_20260921_44_transit_rough_003,1,126,138,[2],[-1.0],12,1.0,6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,0,valf_20260921_45_warehouse_000,0,93,105,[1],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,0,valf_20260921_45_warehouse_000,1,7,19,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,1,valf_20260921_45_warehouse_001,0,10,22,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,1,valf_20260921_45_warehouse_001,1,61,73,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,2,valf_20260921_45_warehouse_002,0,142,154,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,2,valf_20260921_45_warehouse_002,1,43,55,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,3,valf_20260921_45_warehouse_003,0,67,79,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,3,valf_20260921_45_warehouse_003,1,122,134,[1],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,4,valf_20260921_45_transit_smooth_000,0,65,77,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,4,valf_20260921_45_transit_smooth_000,1,14,26,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,5,valf_20260921_45_transit_smooth_001,0,59,71,[1],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,5,valf_20260921_45_transit_smooth_001,1,111,123,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,6,valf_20260921_45_transit_smooth_002,0,135,147,[0],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,6,valf_20260921_45_transit_smooth_002,1,94,106,[1],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,7,valf_20260921_45_transit_smooth_003,0,6,18,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,7,valf_20260921_45_transit_smooth_003,1,138,150,[0],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,8,valf_20260921_45_transit_rough_000,0,31,43,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,8,valf_20260921_45_transit_rough_000,1,128,140,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,9,valf_20260921_45_transit_rough_001,0,135,147,[1],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,9,valf_20260921_45_transit_rough_001,1,19,31,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,10,valf_20260921_45_transit_rough_002,0,20,32,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,10,valf_20260921_45_transit_rough_002,1,103,115,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,11,valf_20260921_45_transit_rough_003,0,87,99,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,steady_d12_n2_m1,11,valf_20260921_45_transit_rough_003,1,28,40,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,0,valf_20260921_45_warehouse_000,0,93,97,[1],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,0,valf_20260921_45_warehouse_000,1,7,11,[2],[-1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,1,valf_20260921_45_warehouse_001,0,10,14,[1],[-1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,1,valf_20260921_45_warehouse_001,1,61,65,[2],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,2,valf_20260921_45_warehouse_002,0,142,146,[2],[-1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,2,valf_20260921_45_warehouse_002,1,43,47,[2],[-1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,3,valf_20260921_45_warehouse_003,0,67,71,[0],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,3,valf_20260921_45_warehouse_003,1,122,126,[1],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,4,valf_20260921_45_transit_smooth_000,0,65,69,[0],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,4,valf_20260921_45_transit_smooth_000,1,14,18,[2],[-1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,5,valf_20260921_45_transit_smooth_001,0,59,63,[1],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,5,valf_20260921_45_transit_smooth_001,1,111,115,[0],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,6,valf_20260921_45_transit_smooth_002,0,135,139,[0],[-1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,6,valf_20260921_45_transit_smooth_002,1,94,98,[1],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,7,valf_20260921_45_transit_smooth_003,0,6,10,[0],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,7,valf_20260921_45_transit_smooth_003,1,138,142,[0],[-1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,8,valf_20260921_45_transit_rough_000,0,31,35,[2],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,8,valf_20260921_45_transit_rough_000,1,128,132,[0],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
45,duration4,9,valf_20260921_45_transit_rough_001,0,135,139,[1],[1.0],4,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
