scenario,method,temporal,view,onset_phase,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count,delay_fraction_capped_mean,delay_fraction_capped_std,delay_fraction_capped_count
switch_random,regime_conditional,point,observed,far,0.6261437908496732,0.1241098855933522,5,0.6261437908496732,0.1241098855933522,5,0.0,0.0,5,4.601601731601732,1.1302807052861978,5,7.42421568627451,0.756872237825261,5,1.0,0.0,5,0.0,0.0,5,0.6186846405228759,0.06307268648543846,5
switch_random,regime_marginal,cusum,clean,after,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,,,0,12.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5
switch_random,regime_marginal,cusum,clean,at,0.0,0.0,2,0.0,0.0,2,0.5,0.7071067811865476,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_random,regime_marginal,cusum,clean,before,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,,,0,12.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5
switch_random,regime_marginal,cusum,clean,far,0.02,0.044721359549995794,5,0.02,0.044721359549995794,5,0.0,0.0,5,1.0,,1,11.78,0.4919349550499534,5,1.0,0.0,5,0.0,0.0,5,0.9816666666666667,0.0409945795874961,5
switch_random,regime_marginal,cusum,observed,after,0.19,0.108397416943394,5,0.19,0.108397416943394,5,0.0,0.0,5,8.25,2.5,4,11.28,0.6879316826546074,5,1.0,0.0,5,0.0,0.0,5,0.9400000000000001,0.05732764022121728,5
switch_random,regime_marginal,cusum,observed,at,0.0,0.0,2,0.0,0.0,2,0.5,0.7071067811865476,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_random,regime_marginal,cusum,observed,before,0.14444444444444443,0.2208289657150199,5,0.14444444444444443,0.2208289657150199,5,0.0,0.0,5,6.5,2.1213203435596424,2,11.288888888888888,0.9863262676076511,5,1.0,0.0,5,0.0,0.0,5,0.9407407407407409,0.08219385563397089,5
switch_random,regime_marginal,cusum,observed,far,0.1350326797385621,0.09671833501414336,5,0.1350326797385621,0.09671833501414336,5,0.0,0.0,5,6.125,4.61203136734057,4,11.375032679738561,0.48154998083306577,5,1.0,0.0,5,0.0,0.0,5,0.9479193899782136,0.040129165069422164,5
switch_random,regime_marginal,ewma,clean,after,0.05,0.1118033988749895,5,0.05,0.1118033988749895,5,0.0,0.0,5,6.0,,1,11.7,0.6708203932499369,5,1.0,0.0,5,0.0,0.0,5,0.975,0.055901699437494734,5
switch_random,regime_marginal,ewma,clean,at,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_random,regime_marginal,ewma,clean,before,0.1,0.22360679774997896,5,0.1,0.22360679774997896,5,0.0,0.0,5,6.0,,1,11.4,1.3416407864998738,5,1.0,0.0,5,0.0,0.0,5,0.95,0.11180339887498948,5
switch_random,regime_marginal,ewma,clean,far,0.087140522875817,0.06313820424799471,5,0.087140522875817,0.06313820424799471,5,0.0,0.0,5,7.9,0.7416198487095664,5,11.63078431372549,0.3002270702871084,5,1.0,0.0,5,0.0,0.0,5,0.9692320261437908,0.02501892252392559,5
switch_random,regime_marginal,ewma,observed,after,0.37333333333333335,0.2479359236218548,5,0.37333333333333335,0.2479359236218548,5,0.0,0.0,5,8.1,1.51657508881031,5,10.263333333333332,1.7105229869513268,5,1.0,0.0,5,0.0,0.0,5,0.8552777777777777,0.14254358224594388,5
switch_random,regime_marginal,ewma,observed,at,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_random,regime_marginal,ewma,observed,before,0.4666666666666667,0.36132472314464664,5,0.4666666666666667,0.36132472314464664,5,0.0,0.0,5,7.666666666666667,2.449489742783178,4,9.877777777777776,2.355188650670454,5,1.0,0.0,5,0.0,0.0,5,0.8231481481481481,0.19626572088920446,5
switch_random,regime_marginal,ewma,observed,far,0.40851307189542485,0.06592181495627136,5,0.40851307189542485,0.06592181495627136,5,0.0,0.0,5,6.018571428571429,0.75633126987843,5,9.567810457516341,0.43666829429168363,5,1.0,0.0,5,0.0,0.0,5,0.7973175381263616,0.03638902452430697,5
switch_random,regime_marginal,point,clean,after,0.13999999999999999,0.21908902300206645,5,0.13999999999999999,0.21908902300206645,5,0.0,0.0,5,7.25,1.7677669529663689,2,11.41,0.830963296421689,5,1.0,0.0,5,0.0,0.0,5,0.9508333333333333,0.06924694136847409,5
switch_random,regime_marginal,point,clean,at,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_random,regime_marginal,point,clean,before,0.22222222222222224,0.2576005137637696,5,0.22222222222222224,0.2576005137637696,5,0.0,0.0,5,6.333333333333333,1.5275252316519468,3,10.61111111111111,1.717736092637812,5,1.0,0.0,5,0.0,0.0,5,0.8842592592592592,0.14314467438648432,5
switch_random,regime_marginal,point,clean,far,0.1212091503267974,0.09355430648441394,5,0.1212091503267974,0.09355430648441394,5,0.0,0.0,5,4.3125,2.9394940040762116,4,11.159199346405227,0.6473190836678367,5,1.0,0.0,5,0.0,0.0,5,0.9299332788671023,0.05394325697231971,5
switch_random,regime_marginal,point,observed,after,0.47000000000000003,0.130384048104053,5,0.47000000000000003,0.130384048104053,5,0.0,0.0,5,5.0,3.4721111093332766,5,8.843333333333334,1.7706558734610802,5,1.0,0.0,5,0.0,0.0,5,0.7369444444444444,0.14755465612175675,5
switch_random,regime_marginal,point,observed,at,1.0,0.0,2,1.0,0.0,2,0.0,0.0,2,3.0,1.4142135623730951,2,3.0,1.4142135623730951,2,1.0,0.0,2,0.0,0.0,2,0.25,0.1178511301977579,2
switch_random,regime_marginal,point,observed,before,0.5888888888888889,0.23107371492317136,5,0.5888888888888889,0.23107371492317136,5,0.0,0.0,5,6.65,1.8506755523321747,5,8.855555555555556,1.556844703911975,5,1.0,0.0,5,0.0,0.0,5,0.7379629629629629,0.1297370586593313,5
switch_random,regime_marginal,point,observed,far,0.4911274509803921,0.17679915626793857,5,0.4911274509803921,0.17679915626793857,5,0.0,0.0,5,4.459696969696969,2.0676782603755717,5,8.404297385620914,1.2121876316561768,5,1.0,0.0,5,0.0,0.0,5,0.7003581154684096,0.10101563597134804,5
